id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,T1_I,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,runs,mean_confidence_interval_sup,cost_std,U_K,U_J,U_I,correct_result,cost_mean,RT_I
171,512,1024,1,0.2586264225169375,1,16,1,16,RS,True,False,True,True,True,21,8,35,0.25864746319734816,3.175526310225955e-05,1,11,12,True,0.25863694285714284,1
172,128,1,1,0.18897522199993674,8,128,16,1,RS,False,True,True,False,True,22,8,35,0.1890047780000633,4.4606854053737724e-05,3,13,1,True,0.18899000000000002,1
173,128,2048,512,inf,32,16,32,16,RS,False,False,True,True,True,25,1,1,inf,inf,1,12,12,False,inf,1
174,128,1024,64,0.24957271685454172,1,32,16,128,RS,True,True,False,True,False,30,1,35,0.24961528314545825,6.424239810503558e-05,1,30,5,True,0.24959399999999998,1
175,256,2048,256,inf,32,128,16,64,RS,False,False,True,False,True,4,1,1,inf,inf,1,7,14,False,inf,1
176,512,256,1024,0.16761820510871966,8,1,1,32,RS,True,False,False,True,True,12,1,35,0.1676465377484232,4.276051965091333e-05,14,1,22,True,0.16763237142857143,1
177,64,64,512,0.12082490547826139,8,512,64,16,RS,False,True,False,True,True,26,1,35,0.12089915166459572,0.00011205470238473003,5,16,1,True,0.12086202857142855,8
178,2048,2048,1,inf,1,1,256,32,RS,False,False,False,False,False,2,1,1,inf,inf,17,8,1,False,inf,32
179,128,2048,256,inf,1,1,1,64,RS,False,False,False,True,False,8,32,1,inf,inf,1,19,15,False,inf,1
180,1024,512,2048,0.12586977629174725,1,1,16,256,RS,True,True,True,False,True,29,8,35,0.12593245227968128,9.45925915034933e-05,8,1,22,True,0.12590111428571427,1
181,1,1024,1,0.1127813240678125,1,16,512,16,RS,False,False,True,False,False,20,8,35,0.11281444736075896,4.999072567048019e-05,28,1,5,True,0.11279788571428573,1
182,128,1,1,0.23815915622714745,1,64,128,32,RS,False,False,False,True,False,18,1,35,0.2383966152014239,0.0003583806253873981,12,1,7,True,0.23827788571428568,32
183,1024,2048,64,0.0917856200649361,1,16,512,512,RS,True,False,True,True,False,18,1,35,0.09180791136363534,3.3642735941546406e-05,22,1,22,True,0.09179676571428572,8
184,512,2048,2048,0.170579221793666,32,64,64,64,RS,True,False,True,True,False,28,1,35,0.17059763534919117,2.77903227907922e-05,16,5,1,True,0.17058842857142859,1
185,1,1,1,0.17539825036988785,8,16,32,128,RS,False,False,True,True,False,8,1,35,0.17543312105868356,5.2627950981298974e-05,6,22,1,True,0.1754156857142857,1
186,256,256,256,0.09281303299805341,1,16,64,256,RS,True,True,False,True,True,16,1,35,0.09283690985908946,3.603571697578906e-05,16,4,1,True,0.09282497142857143,8
187,128,1,256,0.1451717243042366,1,64,16,64,RS,True,False,False,False,False,29,8,35,0.14524633283862057,0.00011260156956893484,1,8,17,True,0.1452090285714286,1
188,256,1,512,0.10728774073778873,1,128,1,1,RS,True,False,False,True,False,5,1,35,0.10731008783363984,3.3726946775175784e-05,1,27,18,True,0.10729891428571428,8
189,2048,2048,256,0.18183907974610722,1,1,512,128,RS,True,True,True,False,False,28,1,35,0.18188366311103568,6.72866302637088e-05,29,7,1,True,0.18186137142857145,1
190,1024,512,256,0.149597218761129,1,256,1,512,RS,False,False,False,False,False,8,8,35,0.14965495266744247,8.71338449672426e-05,1,15,24,True,0.14962608571428573,1
191,2048,256,512,0.20024677096397592,1,32,128,128,RS,True,False,False,False,True,19,8,35,0.20028471475030984,5.726596738385234e-05,22,27,1,True,0.20026574285714288,1
192,512,512,512,0.129251276030782,1,128,1,512,RS,False,False,False,False,False,7,8,35,0.12930175254064655,7.61807517603756e-05,24,1,21,True,0.12927651428571427,1
193,128,256,256,0.18617933712146717,1,16,64,64,RS,True,False,False,True,False,1,1,35,0.18622820573567567,7.375406457149354e-05,18,19,1,True,0.18620377142857142,1
194,1024,256,1,0.10779893486456202,1,512,32,1,RS,True,True,True,False,False,13,8,35,0.10781477942115225,2.391310800991526e-05,17,1,18,True,0.10780685714285713,1
195,2048,2048,2048,inf,32,128,64,64,RS,True,False,True,False,True,15,1,1,inf,inf,1,11,19,False,inf,1
196,512,1024,1,inf,1,1,128,1,RS,True,True,False,True,False,25,32,1,inf,inf,14,1,21,False,inf,1
197,1,1,512,0.21031968238035495,8,512,128,16,RS,True,True,True,True,True,8,1,35,0.21034946047678796,4.494204885296172e-05,9,1,12,True,0.21033457142857145,1
198,2048,2048,1024,0.17895195903918937,1,16,16,512,RS,False,False,True,True,True,1,1,35,0.17900621238938208,8.188087913149686e-05,27,1,15,True,0.17897908571428572,1
199,256,2048,1,inf,1,1,1,32,RS,True,True,False,True,True,19,1,1,inf,inf,1,23,15,False,inf,32
200,512,64,256,0.10611492474928519,1,64,32,512,RS,True,False,True,False,False,12,1,35,0.10612867525071482,2.0752693456857265e-05,20,1,2,True,0.1061218,1
201,1024,2048,256,0.22239098647658204,1,64,256,512,RS,True,False,False,True,True,13,8,35,0.22249444209484656,0.00015613850470995815,7,26,1,True,0.2224427142857143,1
202,2048,1,256,0.17596392072767783,8,32,16,1,RS,False,False,False,True,True,3,1,35,0.1760163649866078,7.915054114322482e-05,11,1,9,True,0.17599014285714282,1
203,1024,2048,512,0.12527684098914638,1,512,128,32,RS,False,True,False,False,False,18,8,35,0.1253255018679964,7.344054377105047e-05,30,15,1,True,0.1253011714285714,8
204,1024,1,1,0.21056994644789484,32,16,256,128,RS,True,False,False,True,False,16,1,35,0.21061965355210516,7.501954031165052e-05,30,7,1,True,0.2105948,1
205,1024,64,256,0.11975848018697988,1,32,64,16,RS,False,False,True,True,True,16,8,35,0.11978003409873442,3.252984814609812e-05,9,1,17,True,0.11976925714285715,8
206,512,2048,1,0.14486158907437655,8,64,64,512,RS,False,True,True,False,False,23,1,35,0.14493749663990915,0.00011456210863411085,4,1,29,True,0.14489954285714285,1
207,2048,1,1024,inf,1,128,32,32,RS,True,False,False,True,False,3,32,1,inf,inf,1,2,29,False,inf,1
208,2048,128,1024,0.16234833673001917,1,32,64,128,RS,False,True,False,False,True,2,32,35,0.1623999489842665,7.789485325273681e-05,1,25,10,True,0.16237414285714283,1
209,512,2048,2048,0.10268454781317508,1,64,512,16,RS,False,False,True,False,False,26,1,35,0.10278110932968208,0.000145733707389155,1,8,17,True,0.10273282857142858,8
210,1024,64,512,0.27772970937637165,1,64,1,16,RS,False,True,True,False,True,26,1,35,0.27777251919505697,6.460993794790774e-05,10,1,18,True,0.2777511142857143,1
211,1,256,1024,0.1290118587534569,1,128,256,128,RS,False,True,False,False,True,3,1,35,0.12905899838940021,7.11446356633687e-05,1,28,14,True,0.12903542857142855,8
212,1024,1,256,0.20466863842965088,1,256,16,1,RS,True,True,True,False,True,30,32,35,0.2046963901417777,4.1883765302542684e-05,11,8,1,True,0.2046825142857143,1
213,1024,2048,512,0.0971742285518314,1,512,1,64,RS,True,True,True,False,False,16,1,35,0.09719882859102573,3.712716041951354e-05,1,5,4,True,0.09718652857142857,1
214,512,64,128,0.12569579046695387,32,32,64,32,RS,False,True,True,False,False,8,1,35,0.1257174666759033,3.271442295666958e-05,1,7,8,True,0.12570662857142859,1
215,512,256,512,0.20204830546675243,8,16,128,1,RS,False,True,True,True,True,26,8,35,0.20207249453324758,3.650690736989735e-05,15,1,22,True,0.2020604,1
216,256,512,128,0.27281955513149614,8,128,16,1,RS,True,True,False,True,False,22,1,35,0.2731536448685039,0.0005042188413774296,29,28,1,True,0.2729866,1
217,2048,1,2048,0.10696188487560233,8,1,64,256,RS,True,False,False,True,True,20,1,35,0.1069908579815405,4.372713163261801e-05,1,3,12,True,0.10697637142857142,8
218,128,512,512,0.2038213031980035,8,1,256,128,RS,True,True,True,True,True,4,1,35,0.20385749680199655,5.462453661130786e-05,1,11,19,True,0.20383940000000003,1
219,1024,512,256,inf,32,16,1,16,RS,False,True,True,True,True,15,1,1,inf,inf,29,21,1,False,inf,1
220,1024,256,512,0.16476135631747588,32,256,64,512,RS,True,True,True,False,False,3,1,35,0.1647774436825241,2.4279562245994505e-05,28,23,1,True,0.16476939999999998,1
221,128,2048,1,0.21606705249488842,1,32,16,64,RS,True,True,True,True,True,21,1,35,0.21608889036225445,3.2958402973000704e-05,22,4,1,True,0.21607797142857144,1
222,256,128,512,0.23276348003898714,1,16,16,64,RS,False,True,True,False,True,11,1,35,0.23280503424672713,6.271493003248532e-05,27,1,27,True,0.23278425714285714,1
223,512,2048,1,0.17113071235572405,32,256,128,512,RS,True,True,True,True,False,1,1,35,0.17115271621570452,3.320892429846729e-05,24,4,1,True,0.17114171428571429,1
224,2048,1024,1,inf,32,16,512,128,RS,True,True,False,False,True,17,1,1,inf,inf,16,1,3,False,inf,1
225,128,512,1024,0.15069541690324026,32,256,32,32,RS,False,False,False,False,False,27,1,35,0.1507330402396169,5.678233413120129e-05,4,1,8,True,0.15071422857142858,1
226,1024,1024,1,0.10934619060738644,8,512,64,128,RS,True,True,False,True,True,23,1,35,0.10937352367832782,4.125193872995115e-05,17,8,1,True,0.10935985714285713,8
227,64,128,256,0.24935368530627763,8,16,128,16,RS,False,False,False,False,True,20,8,35,0.24939231469372233,5.830069835406118e-05,1,4,2,True,0.24937299999999998,1
228,256,512,512,inf,32,512,32,128,RS,True,False,False,False,True,30,1,1,inf,inf,5,20,1,False,inf,1
229,64,1,1,0.14382197070000438,8,256,128,64,RS,False,False,True,False,True,18,1,35,0.14386025787142417,5.77842150608983e-05,21,1,20,True,0.14384111428571428,1
230,128,512,512,0.20236165281675852,1,16,512,1,RS,True,True,False,False,True,21,32,35,0.20239411861181292,4.899840897042287e-05,14,1,17,True,0.20237788571428572,1
231,1,2048,1024,inf,32,16,32,512,RS,True,False,True,False,True,24,1,1,inf,inf,8,1,6,False,inf,1
232,256,2048,1,0.17206692141413024,1,32,16,32,RS,True,True,False,True,False,15,8,35,0.17211353572872687,7.035180400338545e-05,1,13,9,True,0.17209022857142856,1
233,1024,2048,2048,0.14790012563781993,1,1,1,512,RS,True,False,False,False,False,8,32,35,0.14794404579075152,6.628568965516587e-05,1,11,20,True,0.14792208571428572,1
234,1,2048,1,0.12895462234626373,8,256,16,512,RS,False,False,False,False,False,29,1,35,0.12898143479659344,4.0466201568568296e-05,1,24,25,True,0.12896802857142858,8
235,1024,1,512,0.2673417687450857,1,128,32,64,RS,True,True,True,False,True,6,1,35,0.26756434554062863,0.0003359199686028219,24,30,1,True,0.26745305714285716,32
236,128,256,64,0.2900913122600451,1,64,64,1,RS,False,True,True,True,False,19,1,35,0.29015685916852624,9.892547597014026e-05,6,29,1,True,0.29012408571428566,32
237,128,1024,2048,inf,1,256,1,1,RS,False,False,True,True,False,25,32,1,inf,inf,19,23,1,False,inf,1
238,128,64,2048,0.1334410927702215,1,64,1,32,RS,False,True,False,False,False,3,1,35,0.13350605008692137,9.803564532914686e-05,11,27,1,True,0.13347357142857144,8
239,128,1,2048,inf,1,512,32,1,RS,False,True,True,True,True,28,32,1,inf,inf,1,2,12,False,inf,1
240,128,2048,256,0.09318954848549428,1,1,128,1,RS,True,True,False,True,True,12,1,35,0.09321212008593428,3.4065776230759255e-05,22,1,29,True,0.09320083428571428,8
241,512,256,256,0.10799481207039098,1,128,16,128,RS,True,True,False,False,False,28,8,35,0.10802787364389473,4.989757672738469e-05,1,12,29,True,0.10801134285714285,8
242,512,64,1024,0.17079275381251655,8,128,16,32,RS,False,False,True,False,True,19,8,35,0.17122278904462632,0.0006490228296981419,1,15,25,True,0.17100777142857143,1
243,64,512,128,0.10929168028604241,8,128,16,1,RS,False,False,False,False,True,16,1,35,0.10938431971395754,0.0001398143667255159,8,28,1,True,0.10933799999999998,8
244,256,2048,128,inf,1,64,1,128,RS,True,True,True,True,False,3,32,1,inf,inf,17,1,11,False,inf,1
245,1,256,1024,0.1708248584749028,1,32,16,1,RS,False,False,True,True,False,29,1,35,0.17086531295366864,6.105518413864684e-05,8,1,26,True,0.17084508571428572,1
246,512,64,2048,0.11072102122425792,8,128,64,1,RS,True,True,True,True,False,9,8,35,0.11074429306145636,3.512259578524786e-05,3,1,13,True,0.11073265714285714,1
247,512,2048,128,0.17277304844969357,1,64,32,1,RS,False,True,False,True,True,6,8,35,0.17282992297887786,8.583684571110944e-05,1,4,10,True,0.17280148571428572,1
248,512,512,2048,0.15773850986088014,1,32,1,64,RS,True,False,False,True,True,24,8,35,0.15777309013911986,5.21896541471591e-05,1,14,4,True,0.1577558,1
249,512,2048,64,0.18949647088415164,1,16,256,512,RS,True,True,True,True,False,29,1,35,0.18957398625870545,0.00011698866507103428,1,27,18,True,0.18953522857142854,1
250,64,1024,128,0.12492979622768022,8,1,64,1,RS,False,True,False,True,False,16,8,35,0.12507054662946263,0.00021242497643225537,1,23,8,True,0.12500017142857142,1
251,2048,128,1,0.0995640942990367,1,16,16,64,RS,True,True,True,True,True,18,1,35,0.09958977998667762,3.876565553398448e-05,24,18,1,True,0.09957693714285716,8
252,2048,2048,128,0.13376179578247152,8,1,16,16,RS,True,False,False,False,False,3,1,35,0.13380728993181415,6.866121502696777e-05,1,1,21,True,0.13378454285714284,1
253,1024,2048,256,0.10064174570534058,1,128,512,32,RS,True,False,True,True,False,16,1,35,0.10067099715180226,4.41472119904613e-05,10,13,1,True,0.10065637142857142,8
254,1,1,1,0.22775987287861396,8,16,256,128,RS,False,True,False,False,False,12,8,35,0.22778298426424323,3.488043718130998e-05,14,13,1,True,0.2277714285714286,1
255,256,512,256,0.12959138093437386,8,32,512,256,RS,False,True,True,False,False,25,1,35,0.129627761922769,5.490734310209256e-05,1,3,20,True,0.12960957142857144,1
256,2048,1,1,0.13720693846061563,1,512,64,64,RS,False,False,True,False,False,28,32,35,0.13731946153938437,0.000169823404074433,19,1,22,True,0.1372632,1
257,512,1024,256,0.16016983463484002,1,32,128,64,RS,True,True,True,False,True,20,32,35,0.1606298225080171,0.0006942283068564814,20,1,15,True,0.16039982857142857,1
258,2048,512,1024,0.11331311588510543,1,16,512,16,RS,True,False,True,False,True,15,1,35,0.11357574125775169,0.00039636255306144553,3,12,1,True,0.11344442857142856,8
259,2048,64,256,0.12013681123981663,8,64,32,128,RS,False,False,False,False,True,2,1,35,0.12018707447446904,7.585887003683491e-05,16,1,28,True,0.12016194285714284,8
260,1024,1024,1024,0.23570038916786643,8,128,16,512,RS,False,True,True,False,False,19,1,35,0.23634435368927656,0.0009718917072453302,1,15,29,True,0.2360223714285715,1
261,1,2048,128,0.1954076854608572,8,64,1,128,RS,True,False,True,False,True,25,8,35,0.1955464859677142,0.0002094821330844999,11,8,1,True,0.1954770857142857,1
262,512,64,512,0.13114964881719665,1,32,1,256,RS,False,True,True,False,True,21,1,35,0.13121337975423192,9.618475419096065e-05,1,1,8,True,0.13118151428571428,1
263,256,512,1024,0.2525783314805114,1,512,1,64,RS,False,False,False,False,False,16,1,35,0.2527230970909173,0.0002184848568049119,1,7,12,True,0.25265071428571434,32
264,64,64,2048,0.22721060224529815,1,512,1,16,RS,True,False,True,False,False,22,8,35,0.2272375120404161,4.061311741448313e-05,21,18,1,True,0.22722405714285712,1
265,64,1024,128,0.12976841881925283,8,1,512,16,RS,True,True,False,True,True,26,1,35,0.12980060975217578,4.8583578312353564e-05,20,21,1,True,0.1297845142857143,8
266,256,1,128,0.27676193248111236,8,128,1,16,RS,True,False,False,True,True,25,8,35,0.2767926389474591,4.634317421065235e-05,21,1,1,True,0.2767772857142857,1
267,1024,256,128,0.18860863507431927,1,32,16,128,RS,True,True,True,False,True,2,1,35,0.18870879349710937,0.00015116227258499772,12,4,1,True,0.18865871428571432,32
268,512,2048,64,0.12547355329262436,1,16,512,32,RS,False,True,True,False,False,24,1,35,0.12549804670737566,3.6966239423869116e-05,12,1,11,True,0.1254858,1
269,2048,256,2048,0.1414916971047077,1,1,64,512,RS,True,True,True,True,False,25,1,35,0.14152333146672094,4.774358381938242e-05,1,8,5,True,0.14150751428571431,1
270,256,512,256,0.1349085213689379,1,16,32,1,RS,False,False,False,True,True,7,1,35,0.13497479291677636,0.00010001912470183998,1,27,28,True,0.13494165714285714,8
271,1,64,256,0.0975703652894178,8,64,16,64,RS,True,False,True,False,False,7,1,35,0.09758744613915367,2.5778960888479427e-05,8,1,4,True,0.09757890571428574,1
272,1,512,1024,0.11984459438378849,1,32,64,64,RS,False,True,False,True,False,24,1,35,0.11987071990192581,3.942946168767188e-05,18,1,15,True,0.11985765714285715,8
273,512,512,2048,0.16474153596620167,1,512,32,512,RS,False,False,True,False,False,8,32,35,0.16479189260522692,7.599983888274917e-05,1,23,24,True,0.1647667142857143,1
274,512,1024,2048,0.09914075744425253,1,256,32,32,RS,True,True,True,False,False,4,8,35,0.09916524827003316,3.696233206707533e-05,3,1,9,True,0.09915300285714285,8
275,1024,1024,2048,0.09383957003899308,8,16,128,32,RS,False,True,True,False,True,26,1,35,0.09386178996100693,3.3535011981083406e-05,26,1,27,True,0.09385068,8
276,1,512,512,0.11864627890898918,1,1,256,128,RS,True,True,False,False,False,28,8,35,0.11871137823386801,9.82499685828478e-05,10,1,5,True,0.1186788285714286,8
277,512,128,64,0.18284946058345825,1,1,32,512,RS,False,False,True,True,True,16,1,35,0.1828899108451132,6.104881954097926e-05,1,3,6,True,0.18286968571428572,1
278,128,1,512,0.10403610847141426,8,1,128,32,RS,False,False,True,True,False,21,1,35,0.1040592629571572,3.494548524166604e-05,16,1,7,True,0.10404768571428573,1
279,128,1024,256,0.10766200026876478,1,64,256,1,RS,True,True,False,False,False,28,1,35,0.10778805687409233,0.00019024863216542852,1,29,14,True,0.10772502857142856,8
280,1024,1024,1,0.1867243540648373,8,32,256,128,RS,False,True,False,False,True,15,1,35,0.1867571887923056,4.955521348630865e-05,5,1,14,True,0.18674077142857146,1
281,1,2048,2048,inf,1,512,1,128,RS,False,False,True,True,False,14,32,1,inf,inf,3,1,22,False,inf,1
282,256,128,64,0.26616436119332654,1,64,64,256,RS,False,True,False,True,False,17,1,35,0.2663300388066735,0.000250045915783486,29,1,18,True,0.2662472,32
283,256,128,2048,inf,32,512,1,256,RS,True,True,False,False,True,14,1,1,inf,inf,1,30,1,False,inf,1
284,128,256,1024,0.09910346900835174,1,128,256,128,RS,True,True,False,True,False,27,8,35,0.09913173099164824,4.265388275744353e-05,1,13,7,True,0.09911759999999999,8
285,128,512,1,0.11068026791862957,1,16,64,1,RS,False,True,False,False,True,25,1,35,0.11071384636708471,5.067766081936372e-05,12,21,1,True,0.11069705714285714,8
286,2048,256,1024,0.2579078070867105,1,512,32,1,RS,True,True,False,True,True,15,1,35,0.2580888786275752,0.0002732789200858057,1,21,18,True,0.25799834285714285,32
287,1024,1,512,0.13703048011875163,32,256,256,32,RS,False,False,True,True,False,3,1,35,0.13705329130981986,3.442737401592744e-05,15,1,6,True,0.13704188571428574,1
288,2048,512,1,0.12010363686002731,8,64,128,16,RS,False,True,False,True,True,10,1,35,0.12012739171140124,3.5851576118827435e-05,20,1,15,True,0.12011551428571428,8
289,512,1,2048,0.20426665996328597,8,32,64,32,RS,True,False,False,True,True,6,1,35,0.20431756860814265,7.683294361463863e-05,23,26,1,True,0.2042921142857143,1
290,1,256,512,0.16609569005260602,1,16,32,256,RS,False,False,True,False,False,29,32,35,0.1661299670902511,5.173199381111764e-05,14,12,1,True,0.16611282857142856,1
291,256,256,128,0.10324660577694056,1,64,256,256,RS,True,True,True,True,True,10,8,35,0.10327259422305943,3.922258824416698e-05,1,19,4,True,0.10325959999999999,8
292,2048,2048,256,0.11839961185614416,1,1,256,128,RS,False,True,False,True,False,13,8,35,0.118428845286713,4.4120021832843535e-05,17,20,1,True,0.11841422857142858,8
293,1024,1024,2048,0.1979144890820602,8,512,128,64,RS,True,True,True,False,True,29,1,35,0.1979555109179398,6.191145751336042e-05,8,12,1,True,0.197935,1
294,1,1,256,0.08932286216859074,1,128,32,1,RS,True,False,True,False,True,22,8,35,0.08949338354569498,0.0002573562778780919,27,1,1,True,0.08940812285714286,8
295,64,256,1,0.12590323426151706,8,64,128,32,RS,True,False,True,True,False,14,8,35,0.12629282288134008,0.0005879795178995521,11,1,17,True,0.12609802857142857,1
296,1,128,2048,0.1687922127930995,32,1,32,64,RS,False,True,True,False,False,28,1,35,0.16881653006404337,3.670039759557728e-05,26,29,1,True,0.16880437142857144,1
297,1024,64,1024,0.12432260691388003,8,256,1,32,RS,False,True,False,False,True,14,1,35,0.12434425022897708,3.26647785099178e-05,10,1,20,True,0.12433342857142855,8
298,512,512,1,0.10904770828232432,8,32,32,512,RS,False,False,False,True,True,7,1,35,0.1091003488605328,7.944683243322882e-05,9,1,4,True,0.10907402857142856,8
299,512,256,1,0.1051071622284347,1,128,32,64,RS,True,True,True,False,False,27,1,35,0.10513729491442243,4.547720667027212e-05,1,17,10,True,0.10512222857142857,1
300,64,128,1024,0.2851559158673762,1,64,64,16,RS,False,True,True,False,False,29,1,35,0.2852761984183382,0.00018153424593993065,1,16,17,True,0.2852160571428572,32
301,1,1,1,0.1766509973493723,1,1,1,1,RS,False,False,False,False,False,1,1,35,0.17698620265062773,0.0005059024863689505,1,1,1,True,0.17681860000000002,1
