id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,baseline,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,T1_I,runs,RT_I,U_K,U_J,U_I,cost_std,correct_result,cost_mean,mean_confidence_interval_sup
143,256,1,2048,0.10107981458301364,1,False,512,1,RS,False,True,True,False,False,6,8,512,35,8,1,15,20,0.0001904641505718621,True,0.10114291428571429,0.10120601398841493
144,256,2048,1024,0.21978841451902864,1,False,64,128,RS,True,False,True,False,True,30,1,16,35,32,27,10,1,8.37832188155966e-05,True,0.21981617142857143,0.21984392833811423
145,512,1024,1,0.09575651941553338,8,False,256,32,RS,False,False,True,False,False,25,8,128,35,1,1,29,5,1.9276809796187222e-05,True,0.0957629057142857,0.09576929201303801
146,1024,64,2048,0.11182460555337648,8,False,32,256,RS,True,False,True,True,False,9,8,32,35,1,1,11,4,5.224577709719503e-05,True,0.11184191428571429,0.1118592230180521
147,1024,128,256,0.09714870752589538,8,False,32,16,RS,False,True,True,False,False,25,1,16,35,8,7,19,1,0.00021125248122682512,True,0.0972186942857143,0.0972886810455332
148,2048,128,1,0.17198975137910766,32,False,1,64,RS,True,True,False,False,False,7,1,32,35,1,28,1,25,6.301704337004557e-05,True,0.17201062857142854,0.17203150576374943
149,256,512,1,inf,32,False,16,16,RS,True,False,True,False,True,23,1,64,1,1,1,7,21,inf,False,inf,inf
150,1,128,512,0.0964511774241386,1,False,1,1,RS,True,False,False,False,True,9,8,16,35,8,1,2,2,0.0001595723808642777,True,0.09650404285714285,0.09655690829014711
151,1024,64,128,0.09655465440473707,1,False,1,128,RS,False,True,True,False,True,19,8,64,35,8,1,27,4,0.0002500491585301422,True,0.09663749428571428,0.09672033416669149
152,64,256,512,0.1851075919645679,8,False,256,32,RS,True,False,False,True,True,12,8,32,35,1,20,1,21,0.00033990324673774,True,0.18522019999999997,0.18533280803543203
153,1024,64,512,inf,1,False,1,512,RS,False,True,False,True,True,7,32,512,1,1,14,12,1,inf,False,inf,inf
154,64,512,1024,0.10437564975052244,1,False,128,32,RS,True,True,False,True,True,4,1,512,35,8,15,11,1,3.451903940773349e-05,True,0.10438708571428569,0.10439852167804894
155,1,1024,64,0.1165469600110819,1,False,128,16,RS,False,False,True,True,False,7,8,32,35,8,5,27,1,3.573857459784305e-05,True,0.11655880000000002,0.11657063998891813
156,2048,1,1024,0.08769676570109212,1,False,64,512,RS,True,False,True,False,False,9,8,16,35,8,6,1,27,6.512985835221443e-05,True,0.08771834285714286,0.0877399200131936
157,2048,256,64,0.2931427330495935,1,False,256,256,RS,True,False,True,False,False,15,1,1,35,32,1,26,3,0.00035163748262048803,True,0.2932592285714286,0.29337572409326373
158,2048,1,512,0.11382063066589529,8,False,512,16,RS,False,True,True,True,False,5,8,512,35,1,1,30,19,5.967301376190481e-05,True,0.11384040000000001,0.11386016933410473
159,2048,512,2048,inf,32,False,256,16,RS,True,False,False,False,True,9,1,256,1,1,22,10,1,inf,False,inf,inf
160,1024,1,1,inf,1,False,512,32,RS,False,True,False,True,False,2,32,128,1,1,13,4,1,inf,False,inf,inf
161,512,512,128,0.3543777152768579,8,False,128,16,RS,False,True,False,False,True,16,8,128,35,1,1,10,30,0.00013177450126512677,True,0.35442137142857144,0.354465027580285
162,512,1,1024,0.23807294708499108,1,False,64,512,RS,True,False,False,False,True,25,1,32,35,32,22,11,1,7.967467525852128e-05,True,0.23809934285714288,0.23812573862929468
163,2048,1024,512,0.11804666117488079,1,False,1,32,RS,True,True,False,False,True,3,8,256,35,8,30,1,11,6.027085802052815e-05,True,0.11806662857142859,0.1180865959679764
164,1,256,1024,0.3064175577901765,1,False,32,16,RS,True,False,True,True,True,28,1,16,35,32,26,1,27,0.00012880019647595867,True,0.3064602285714286,0.30650289935268066
165,1024,512,512,0.2702978198963351,1,False,16,64,RS,False,False,False,True,True,15,1,64,35,1,13,14,1,0.0001994172612429367,True,0.27036388571428577,0.2704299515322364
166,128,512,1,0.2969613838289414,1,False,1,16,RS,True,False,True,False,True,25,1,512,35,1,7,27,1,3.1009623259467874e-05,True,0.29697165714285717,0.29698193045677296
167,1,128,2048,0.20235997054635813,1,False,1,256,RS,False,False,True,True,True,22,1,16,35,32,1,7,12,4.010510680495406e-05,True,0.20237325714285712,0.2023865437393561
168,1,1,1,0.10596029292530444,1,False,16,16,RS,True,True,True,True,True,19,8,64,35,8,26,26,1,2.628198731342227e-05,True,0.10596900000000002,0.1059777070746956
