id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,T1_I,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,runs,mean_confidence_interval_sup,cost_std,U_K,U_J,U_I,correct_result,cost_mean,RT_I
171,1024,1024,512,0.10830177269363857,8,512,32,32,RS,True,False,True,True,False,30,8,35,0.10832759873493285,3.8977481725127625e-05,7,1,6,True,0.10831468571428571,1
172,1,512,256,0.17249838007837398,1,16,64,256,RS,True,True,True,False,False,18,1,35,0.1726756770644831,0.00026758224217337585,1,22,21,True,0.17258702857142855,1
173,1024,1,1024,0.11419317540106634,8,32,1,64,RS,False,True,False,False,False,17,1,35,0.11425836745607652,9.838991984207779e-05,30,4,1,True,0.11422577142857143,8
174,128,1,1024,0.12136663711373376,32,512,16,16,RS,True,True,True,False,False,24,1,35,0.12139959145769479,4.973574249604268e-05,1,9,19,True,0.12138311428571427,1
175,2048,2048,2048,0.21869404709134332,32,64,128,256,RS,False,True,False,False,False,12,1,35,0.21881315290865666,0.0001797582821457761,12,8,1,True,0.2187536,1
176,2048,2048,64,0.12303494780667998,1,32,64,16,RS,False,False,False,True,True,10,8,35,0.12307819505046289,6.527011379722027e-05,3,13,1,True,0.12305657142857143,8
177,1,128,1,0.09351369865682321,8,256,16,256,RS,True,True,True,False,False,14,8,35,0.09360229562889105,0.0001337133639772875,2,1,6,True,0.09355799714285713,1
178,1,2048,1,inf,1,512,32,1,RS,True,True,True,True,False,24,32,1,inf,inf,18,1,20,False,inf,1
179,1024,64,256,0.1673539831358659,1,64,16,32,RS,True,False,False,True,True,4,8,35,0.1673832740069912,4.420671294484377e-05,1,12,5,True,0.16736862857142856,1
180,2048,1,512,0.19277212015684572,1,16,64,32,RS,False,True,True,False,False,12,32,35,0.19279450841458287,3.378906960083313e-05,1,19,21,True,0.1927833142857143,1
181,512,256,1024,0.19467053452192573,8,32,16,16,RS,True,True,True,True,False,28,8,35,0.1949496940495028,0.0004213164247877345,13,1,26,True,0.19481011428571426,1
182,1024,1024,256,0.18640363729716786,1,32,32,16,RS,False,False,False,False,False,14,32,35,0.18649264841711788,0.00013433840911394244,1,24,24,True,0.18644814285714287,1
183,512,1024,512,0.1009272738074587,1,256,128,128,RS,True,True,True,False,False,14,8,35,0.10094769762111272,3.082426820224701e-05,11,1,13,True,0.10093748571428571,1
184,512,2048,256,0.12147287149064499,1,16,1,256,RS,False,False,False,False,False,25,1,35,0.12150861422364069,5.394406778302499e-05,1,4,24,True,0.12149074285714284,8
185,1024,128,512,0.12117346372798259,1,1,128,64,RS,False,False,False,False,False,4,8,35,0.12126179341487452,0.00013330996870115216,28,1,10,True,0.12121762857142855,8
186,1,1,2048,0.08979860904051523,1,256,256,1,RS,False,False,True,True,True,12,8,35,0.08982004238805619,3.234788880598013e-05,23,10,1,True,0.08980932571428571,8
187,256,256,128,0.2019861474332579,8,1,128,128,RS,True,True,True,True,True,22,1,35,0.20201116685245632,3.776010204067829e-05,5,30,1,True,0.2019986571428571,1
188,2048,1,256,0.14439514482094515,1,256,32,256,RS,False,False,False,False,True,15,32,35,0.144421712321912,4.009651621082438e-05,14,1,9,True,0.14440842857142858,1
189,512,2048,2048,0.20119308868974536,1,512,64,512,RS,True,True,True,True,True,3,1,35,0.20123353988168316,6.105022355338776e-05,22,24,1,True,0.20121331428571426,1
190,2048,2048,2048,0.11196067396310339,8,256,16,1,RS,True,True,False,True,True,5,1,35,0.11198829746546807,4.169026705775401e-05,20,20,1,True,0.11197448571428573,8
191,256,64,128,0.10820923519020453,8,64,1,64,RS,False,False,False,True,True,7,1,35,0.1082514505240812,6.371272259453572e-05,15,5,1,True,0.10823034285714286,8
192,2048,1,64,0.09996491484180113,1,16,32,1,RS,True,False,True,False,True,12,1,35,0.10008897658677031,0.00018723792555822412,17,1,1,True,0.10002694571428572,8
193,64,64,1,0.24591292859876512,1,16,16,32,RS,False,True,True,True,False,18,1,35,0.24596164282980626,7.352106459223609e-05,18,1,27,True,0.2459372857142857,32
194,2048,1,128,0.20003119234272437,8,1,32,64,RS,False,False,True,True,True,29,8,35,0.2001534933715613,0.00018458059685322773,12,10,1,True,0.20009234285714284,1
195,1,256,1024,0.13697004968483717,8,32,32,512,RS,True,False,False,False,False,17,1,35,0.1370030931723057,4.987028070864604e-05,1,27,9,True,0.13698657142857143,1
196,1,256,2048,0.11833721990322504,1,64,1,128,RS,True,True,False,True,False,30,1,35,0.11836815152534641,4.668298645641363e-05,6,4,1,True,0.11835268571428573,8
197,128,2048,1024,0.12367268587744801,1,256,64,64,RS,True,True,False,False,False,21,8,35,0.12370045697969481,4.191302948745543e-05,29,1,4,True,0.12368657142857141,8
198,2048,2048,256,0.26153873959388524,8,16,128,512,RS,False,True,False,True,True,23,8,35,0.2615917746918291,8.00422541472891e-05,3,1,27,True,0.26156525714285717,1
199,128,2048,1024,0.1593478960276422,8,64,128,32,RS,False,True,True,True,False,11,1,35,0.15937364682950067,3.886392797903126e-05,1,28,8,True,0.15936077142857144,1
200,512,1024,1,0.3773154860554991,1,64,64,16,RS,False,False,False,True,True,15,1,35,0.3775341139445009,0.00032996015343847776,29,1,30,True,0.3774248,1
201,128,128,2048,0.29219747357408443,1,128,64,32,RS,True,True,True,False,True,4,8,35,0.292270697854487,0.00011051240949803353,12,1,30,True,0.2922340857142857,1
202,256,512,512,0.25455687438528346,1,32,256,32,RS,True,True,True,True,True,24,1,35,0.25496329704328796,0.0006133859829517059,1,21,26,True,0.2547600857142857,32
203,1024,512,1,0.26947708850919394,8,64,512,64,RS,False,True,False,True,True,24,8,35,0.2701645686336631,0.0010375668373848559,1,16,29,True,0.26982082857142853,1
204,2048,2048,1,0.0906757116353783,8,32,128,32,RS,True,False,True,False,False,14,1,35,0.09069565407890742,3.009776912202034e-05,1,1,14,True,0.09068568285714286,8
205,512,512,1024,0.1285805572341728,1,16,512,128,RS,False,True,False,True,True,2,1,35,0.1286290999086843,7.326214602928386e-05,1,25,15,True,0.12860482857142855,8
206,64,64,1,0.21500131785701823,1,16,32,1,RS,False,False,False,True,False,24,1,35,0.21504513928583888,6.613669209157787e-05,11,18,1,True,0.21502322857142855,1
207,512,256,256,0.281310102229183,1,256,64,64,RS,False,True,True,False,False,17,1,35,0.2814428691993884,0.0002003761279520662,1,18,14,True,0.2813764857142857,32
208,256,1024,256,0.20323574454206147,8,64,256,256,RS,True,False,False,True,False,24,1,35,0.20341836974365282,0.0002756237541968251,1,8,28,True,0.20332705714285715,1
209,512,256,1024,0.2631482941753737,1,64,32,32,RS,False,True,False,False,True,23,32,35,0.2632482201103405,0.00015081139457844199,9,9,1,True,0.2631982571428571,1
210,1024,2048,512,inf,32,256,512,1,RS,False,True,True,True,True,16,1,1,inf,inf,23,13,1,False,inf,1
211,512,512,2048,0.10849584844531632,8,32,64,512,RS,True,False,False,False,True,26,1,35,0.10852420869754084,4.280219334452335e-05,1,8,21,True,0.10851002857142858,8
212,1024,1024,1,0.15146232707373386,8,64,16,512,RS,True,True,False,False,True,25,8,35,0.15150721578340903,6.774746625279444e-05,21,1,18,True,0.15148477142857145,1
213,2048,1024,512,0.16519828645621146,1,128,64,1,RS,False,True,True,True,True,14,1,35,0.16522588497236,4.1652557066813075e-05,30,1,4,True,0.16521208571428572,1
214,1024,1,64,0.13964052910200508,1,16,16,128,RS,False,True,True,False,True,8,1,35,0.13966701375513774,3.997147962827159e-05,13,1,8,True,0.1396537714285714,1
215,256,128,1024,inf,32,1,1,16,RS,True,False,False,False,True,16,1,1,inf,inf,1,23,14,False,inf,1
216,2048,512,512,0.10154106830103145,1,256,16,16,RS,False,False,False,False,True,22,1,35,0.10158521741325428,6.6631242289032e-05,1,9,25,True,0.10156314285714287,8
217,512,512,256,0.10840544767047344,8,32,256,512,RS,False,False,False,True,True,26,1,35,0.10844420947238373,5.85005424708853e-05,1,17,19,True,0.10842482857142859,8
218,1,1,512,0.1444884050647898,8,1,16,1,RS,True,False,False,True,False,21,1,35,0.14451668064949588,4.2674410436731475e-05,25,1,12,True,0.14450254285714284,1
219,1,64,2048,0.17318930404320676,1,512,16,1,RS,True,False,True,True,False,3,1,35,0.17323498167107892,6.893812665080391e-05,1,8,8,True,0.17321214285714284,1
220,2048,1,128,0.16485344820578943,8,16,512,128,RS,True,True,True,True,False,11,1,35,0.16487643750849626,3.469618575754953e-05,1,9,15,True,0.16486494285714284,1
221,2048,1024,256,0.10248722370290193,1,1,256,1,RS,False,False,True,False,False,10,8,35,0.10258500486852666,0.00014757444057222083,24,1,28,True,0.1025361142857143,8
222,1024,1024,128,0.288468500145576,1,64,32,16,RS,False,False,True,True,True,14,8,35,0.28863292842585253,0.00024816038263631877,8,26,1,True,0.28855071428571427,1
223,2048,1,512,0.28086306211410933,1,1,32,512,RS,True,False,True,True,False,1,1,35,0.28108990931446215,0.0003423649991647243,20,20,1,True,0.28097648571428574,32
224,512,1,64,0.1945894145380119,1,32,128,1,RS,False,True,False,False,False,24,32,35,0.1946167568905595,4.126594682479759e-05,29,15,1,True,0.1946030857142857,1
225,512,2048,1024,0.1707763586087966,1,1,256,64,RS,True,False,True,False,False,20,1,35,0.17085421281977484,0.0001175000477637772,18,14,1,True,0.17081528571428573,1
226,128,1024,512,0.16638289695980518,1,64,256,1,RS,True,False,False,False,False,5,8,35,0.1664125316116234,4.472555768466122e-05,16,27,1,True,0.1663977142857143,1
227,1024,1,1,0.21845403128419857,1,16,512,128,RS,True,True,False,True,True,5,1,35,0.21851339728723004,8.959705716741563e-05,6,1,26,True,0.2184837142857143,1
228,256,1024,2048,0.2745285363265913,8,64,1,1,RS,False,False,False,False,True,21,1,35,0.27459043510198006,9.341959764680116e-05,1,8,1,True,0.2745594857142857,1
229,2048,256,64,inf,32,32,32,64,RS,True,True,False,True,True,6,1,1,inf,inf,1,5,26,False,inf,1
230,256,64,2048,0.2345313803810326,1,32,1,128,RS,True,False,False,False,False,26,1,35,0.23468073390468164,0.00022540908117809065,1,3,2,True,0.23460605714285712,32
231,64,256,2048,0.10075037210301074,1,256,128,16,RS,True,True,True,True,False,5,8,35,0.1008683707541321,0.00017808731176657385,21,1,17,True,0.10080937142857142,8
232,256,2048,2048,0.1163492278221717,8,32,512,64,RS,True,False,False,True,False,9,1,35,0.11638888646354255,5.985408106727637e-05,28,1,14,True,0.11636905714285713,8
233,512,1024,1024,0.1437028699463459,1,128,32,512,RS,False,False,True,False,True,7,8,35,0.1438254729107969,0.00018503628767109945,3,1,3,True,0.1437641714285714,1
234,64,1024,1,0.10730611589695731,1,256,1,16,RS,True,False,False,False,True,12,8,35,0.10735754124589984,7.761276983084901e-05,22,1,30,True,0.10733182857142858,8
235,1024,512,512,0.1142408765885751,8,512,1,32,RS,False,False,False,True,True,14,1,35,0.1142972376971392,8.50619750055024e-05,29,20,1,True,0.11426905714285715,8
236,1,2048,128,0.12841376648414687,1,128,256,256,RS,True,True,False,True,False,16,8,35,0.1284330335158531,2.9078416148654126e-05,8,1,5,True,0.1284234,1
237,256,512,64,0.2151232178500212,1,64,32,1,RS,True,True,False,True,True,24,8,35,0.21517878214997888,8.385940615100847e-05,2,21,1,True,0.21515100000000004,1
238,64,512,1,0.28582598994171,8,128,64,16,RS,False,True,True,True,True,17,8,35,0.2859286957725758,0.0001550069017554897,7,9,1,True,0.2858773428571429,1
239,128,128,1024,0.28954190849885225,8,1,64,32,RS,False,False,False,True,False,27,8,35,0.2897640343582906,0.00033523940151260776,1,28,30,True,0.28965297142857144,1
240,1024,1024,128,0.12111254007561312,1,16,16,16,RS,True,False,False,False,True,9,1,35,0.12113894563867264,3.98521143781383e-05,5,2,1,True,0.12112574285714288,8
241,512,1,2048,0.10361110210712643,1,1,256,64,RS,True,True,False,True,False,1,1,35,0.10363964075001644,4.307142620232102e-05,1,4,10,True,0.10362537142857144,8
242,1,1024,2048,0.2211049049606272,8,64,256,32,RS,False,True,False,False,False,25,1,35,0.22112280932508713,2.7021835463872293e-05,4,16,1,True,0.22111385714285717,1
243,256,1024,1,0.10396815948075289,1,32,128,128,RS,True,True,False,False,False,3,1,35,0.1039996690906757,4.7555304002556636e-05,1,1,15,True,0.1039839142857143,8
244,1024,256,256,0.20019918701921177,32,128,64,256,RS,True,True,False,True,False,14,1,35,0.20023367012364543,5.2042996352899e-05,1,11,1,True,0.2002164285714286,1
245,1024,2048,512,inf,32,256,32,32,RS,False,True,True,False,True,20,1,1,inf,inf,19,27,1,False,inf,1
246,1024,512,128,inf,32,128,16,1,RS,True,True,False,False,True,22,1,1,inf,inf,8,1,23,False,inf,1
247,1,256,1,0.17740145723885908,8,1,64,128,RS,True,False,False,True,False,29,1,35,0.17745779990399813,8.503413960262731e-05,1,21,22,True,0.1774296285714286,1
248,2048,2048,512,0.20428645733512615,1,256,512,1,RS,False,True,True,True,False,21,1,35,0.20451022837915953,0.00033772236635244186,1,4,1,True,0.20439834285714284,32
249,256,128,128,inf,32,128,64,32,RS,True,False,False,False,True,1,1,1,inf,inf,12,1,19,False,inf,1
250,1024,2048,512,0.13467587515407717,8,256,256,512,RS,True,False,False,True,False,15,8,35,0.1347014391316371,3.85819668143722e-05,5,1,3,True,0.13468865714285713,1
251,128,128,1024,0.18885191078493394,8,32,64,128,RS,False,False,True,False,True,22,8,35,0.18890466064363756,7.961176202711142e-05,11,18,1,True,0.18887828571428575,1
252,256,128,2048,inf,1,64,16,64,RS,True,False,False,True,True,20,32,1,inf,inf,1,7,8,False,inf,1
253,128,2048,256,inf,32,32,256,32,RS,False,True,False,False,True,7,1,1,inf,inf,1,8,30,False,inf,1
254,128,1024,256,0.12463388938118233,8,1,64,64,RS,False,False,False,False,False,6,8,35,0.12474639633310339,0.0001697990649237492,1,16,21,True,0.12469014285714286,1
255,2048,64,1024,0.30199593518640244,1,64,64,16,RS,True,False,False,True,False,5,1,35,0.3021112648135976,0.00017405913609214692,1,15,11,True,0.30205360000000003,32
256,128,1024,1,0.21573364507127488,1,64,64,64,RS,True,False,False,False,True,17,1,35,0.21585292635729655,0.00018002310509306069,23,5,1,True,0.21579328571428572,1
257,256,2048,64,inf,1,1,512,256,RS,True,False,True,True,False,21,32,1,inf,inf,19,5,1,False,inf,1
258,128,1024,512,0.11464485462749845,1,512,1,32,RS,False,True,False,True,True,21,1,35,0.11468028822964439,5.347751768696113e-05,20,1,17,True,0.11466257142857142,8
259,1,512,2048,0.10185105553003766,1,32,1,64,RS,True,True,False,False,True,9,8,35,0.10187660161281949,3.855495944699226e-05,11,29,1,True,0.10186382857142857,8
260,256,512,64,0.22555333444809444,1,16,256,64,RS,True,False,True,True,True,14,1,35,0.2255898084090484,5.5047660240550054e-05,24,22,1,True,0.22557157142857143,1
261,2048,1024,256,0.2206738778671085,8,16,16,1,RS,True,True,True,True,True,23,1,35,0.22080526499003436,0.0001982936186156121,8,5,1,True,0.22073957142857142,1
262,128,256,1024,0.09205696368875138,8,16,128,64,RS,False,True,True,False,True,6,1,35,0.09207835631124864,3.228642527662201e-05,25,15,1,True,0.09206766000000001,8
263,2048,1024,256,0.13138339662618642,1,16,64,32,RS,False,False,True,False,False,5,32,35,0.1315059176595279,0.0001849126346385749,1,15,16,True,0.13144465714285716,1
264,64,256,256,0.33650187816202787,1,32,16,32,RS,True,False,True,True,False,24,8,35,0.33670183612368637,0.00030178290615768915,30,1,30,True,0.3366018571428571,1
265,128,512,1024,0.37939237973488166,1,1,128,16,RS,False,True,False,True,True,21,1,35,0.37943984883654697,7.164187579444906e-05,26,22,1,True,0.3794161142857143,1
266,1,1,1,0.3110835509843945,1,32,32,1,RS,True,True,False,True,True,16,1,35,0.31124359187274847,0.00024153879140854356,1,28,19,True,0.3111635714285715,32
267,1,1024,64,0.09245770231159132,8,16,512,32,RS,False,True,True,True,False,7,1,35,0.09247912054555153,3.2325078909890435e-05,17,21,1,True,0.09246841142857143,8
268,64,1,2048,inf,32,256,512,1,RS,True,False,True,True,True,19,1,1,inf,inf,29,10,1,False,inf,1
269,256,512,512,0.1252577844679566,1,64,1,32,RS,True,False,False,False,False,17,8,35,0.12527621553204338,2.7816747267992693e-05,6,1,7,True,0.125267,1
270,512,2048,1,0.15302694480877047,8,64,64,1,RS,False,False,True,True,True,3,1,35,0.1531082551912296,0.0001227162115265481,14,1,20,True,0.15306760000000003,1
271,128,512,512,0.15592660716810347,1,1,16,128,RS,False,False,False,True,True,5,8,35,0.15597253568903935,6.931678243059559e-05,1,26,5,True,0.1559495714285714,1
272,64,64,2048,0.10042343351414589,1,32,1,32,RS,True,False,True,True,False,2,8,35,0.10044582362871123,3.379187198491485e-05,26,1,2,True,0.10043462857142856,8
273,256,1,2048,0.09275312869638104,1,256,512,64,RS,True,False,False,False,True,25,1,35,0.09279526558933325,6.359433706016926e-05,4,1,24,True,0.09277419714285715,8
274,256,512,1024,0.1736564890847177,1,16,64,1,RS,True,True,False,True,False,7,8,35,0.1736842537724252,4.1903348461008185e-05,7,22,1,True,0.17367037142857145,1
275,512,2048,1024,0.17914079778364397,1,256,16,1,RS,False,True,True,True,False,13,8,35,0.1792029736449274,9.383778447895397e-05,1,18,23,True,0.1791718857142857,1
276,2048,256,1,0.09824301831162835,8,512,1,1,RS,False,True,True,True,True,22,1,35,0.09826930168837161,3.966770690912938e-05,1,29,18,True,0.09825615999999998,8
277,256,1024,1,0.20235155352708198,1,64,1,32,RS,True,True,True,True,True,14,1,35,0.2023809607586324,4.438232779393528e-05,1,5,10,True,0.2023662571428572,1
278,256,512,2048,0.15313930090491246,32,256,256,32,RS,False,False,False,True,False,25,1,35,0.15316269909508756,3.531329171046817e-05,29,1,6,True,0.153151,1
279,128,128,1024,0.18074079267792378,8,16,32,32,RS,False,True,True,False,False,10,8,35,0.1809264644649334,0.00028022175766593925,16,26,1,True,0.1808336285714286,1
280,2048,256,2048,0.11544459580187577,1,256,64,16,RS,False,False,False,False,False,26,8,35,0.11548214705526708,5.6673544200489736e-05,27,1,7,True,0.11546337142857142,1
281,512,2048,256,0.2093525055013646,1,1,128,64,RS,True,True,False,True,True,3,1,35,0.209428123070064,0.0001141244362035394,1,2,26,True,0.2093903142857143,1
282,64,2048,1,inf,1,512,64,32,RS,False,False,True,True,False,27,32,1,inf,inf,1,1,7,False,inf,1
283,512,1024,512,0.2511692763373988,8,32,256,512,RS,False,True,False,False,False,5,1,35,0.25119580937688685,4.004450585261032e-05,24,4,1,True,0.2511825428571428,1
284,128,512,128,0.10129862379121761,1,1,1,32,RS,False,False,True,True,True,19,8,35,0.10137217620878237,0.00011100764452440753,1,30,4,True,0.10133539999999999,8
285,2048,256,128,0.176900709104814,8,128,32,1,RS,False,False,True,True,False,1,1,35,0.17721117660947175,0.0004685674181013037,14,21,1,True,0.17705594285714288,1
286,256,256,1,0.3254267328996195,8,64,1,1,RS,False,False,False,True,False,24,1,35,0.32558338138609483,0.0002364188707548132,27,2,1,True,0.32550505714285716,1
287,256,1,64,0.09372704954806634,8,16,64,64,RS,False,True,True,False,True,22,1,35,0.0937590475947908,4.829246833574664e-05,29,1,28,True,0.09374304857142857,8
288,512,1,1024,0.27875626685658644,1,256,32,1,RS,False,False,True,True,False,18,8,35,0.28084596171484216,0.0031538338462569556,1,4,29,True,0.2798011142857143,1
289,1,128,1024,inf,32,256,32,64,RS,True,True,True,True,True,23,1,1,inf,inf,17,7,1,False,inf,1
290,512,512,512,0.18612376705809394,1,32,512,64,RS,True,False,False,False,True,9,32,35,0.18617514722762032,7.754458362116543e-05,24,1,12,True,0.18614945714285713,1
291,128,2048,2048,0.1505141160114986,1,512,64,64,RS,True,False,False,False,True,17,32,35,0.15053508398850135,3.164553681010772e-05,1,20,2,True,0.15052459999999998,1
292,1,256,1,0.1346021553358578,32,512,32,32,RS,True,True,True,False,False,12,1,35,0.13469521609271357,0.0001404502497436777,26,1,16,True,0.13464868571428568,1
293,64,512,256,0.14961417242390357,1,16,1,32,RS,False,False,False,False,True,3,1,35,0.14983308471895362,0.0003303893880788261,1,30,16,True,0.1497236285714286,1
294,1,128,512,0.20695710493217215,8,256,64,64,RS,True,False,False,False,False,6,1,35,0.20699192363925642,5.254949853155948e-05,9,19,1,True,0.20697451428571428,1
295,1024,512,1024,0.29980017278648774,1,512,64,512,RS,False,False,False,False,True,16,1,35,0.3001417129277979,0.0005154632281665066,23,23,1,True,0.2999709428571428,32
296,1,2048,512,0.12864218388490783,1,16,128,16,RS,True,False,True,False,False,8,8,35,0.1287089018293779,0.00010069284067531735,1,25,6,True,0.12867554285714286,1
297,512,2048,1024,0.11748201456336589,1,16,64,16,RS,False,False,False,True,True,20,1,35,0.1176328997223484,0.00022772067386630187,1,23,2,True,0.11755745714285715,8
298,1024,512,1024,0.46314666537566734,1,16,1,32,RS,False,False,False,False,True,29,1,35,0.46326779176718985,0.00018280779691316228,26,1,29,True,0.4632072285714286,1
299,128,256,1,inf,32,16,128,64,RS,False,False,True,True,True,7,1,1,inf,inf,11,1,14,False,inf,1
300,512,2048,2048,0.09802826983679845,1,512,64,256,RS,True,False,True,False,False,15,1,35,0.09805450159177297,3.958979769628466e-05,27,1,9,True,0.09804138571428571,8
301,1,1,1,0.17830577560266786,1,1,1,1,RS,False,False,False,False,False,1,1,35,0.17857296725447497,0.0004032541265904712,1,1,1,True,0.1784393714285714,1
